PS/sa'kap,%^ICsa'kap,sa'kap,%^ICsa'kap,PSBOUND2,,"pers assumed, no evidence for IC imp"
PS/sako(w/y),sakoG,sakoG,sakoG,PSBOUND2,,
PS/saoki,saoki,saoki,saoki,PSBOUND2,,
PS/sáótat,isáótat,sáótat,sáótat,PSBOUND2,,initial assumed
PS/sáótat,sáótat,,,PSBOUND3,,assumed
PS/sap,sap,sap,sap,PSBOUND2,,
PS/sapa'kot,sapa'kot,sapa'kot,sapa'kot,PSBOUND2,,pers assumed
PS/sata,sata,sata,sata,PSBOUND2,,
PS/satt,%^ICsatt,satt,%^ICsatt,PSBOUND2,,some evidence of IC past
PS/sawommit,sawommit,sawommit,sawommit,PSBOUND2,,
PS/sawotsistap,sawotsistap,sawotsistap,sawotsistap,PSBOUND2,,
PS/sik,sik,sik,sik,PSBOUND2,,
PS/si'k,si'k,si'k,si'k,PSBOUND2,,
PS/sikaapi,sikaapi,sikaapi,sikaapi,PSBOUND2,,
PS/sikim,sikim,sikim,sikim,PSBOUND2,,
PS/sikotahko,sikotahko,sikotahko,sikotahko,PSBOUND2,,
PS/sipi,sipi,sipi,sipi,PSBOUND2,,
PS/sisákk,sisákk,sisákk,sisákk,PSBOUND2,,
PS/sisik,sisik,sisik,sisik,PSBOUND2,,elsewhere assumed
PS/sistsik,sistsik,sistsik,i2sistsik,PSBOUND2,,
PS/sitok,sitok,sitok,sitok,PSBOUND2,,pers assumed
PS/sitsip,sitsip,sitsip,sitsip,PSBOUND2,,
PS/so(w/y),soG,soG,soG,PSBOUND2,,
PS/sok,sok,sok,sok,PSBOUND2,,homophones seem to behave the same
PS/soohk,soohk,sohk,sohk,PSBOUND2,,
PS/sook,sook,sook,sook,PSBOUND2,,
PS/sootam,sootam,sootam,sootam,PSBOUND2,,elsewhere assumed
PS/sopo(w/y),sopoG,sopoG,sopoG,PSBOUND2,,
PS/sopok,sopok,sopok,sopok,PSBOUND2,,pers assumed
PS/sopoya'p,sopoya'p,sopoya'p,sopoya'p,PSBOUND2,,
PS/sotam,sotam,sotam,sotam,PSBOUND2,,related to stam
PS/soyi,soyi,soyi,soyi,PSBOUND2,,pers assumed
PS/ssáak,issáak,ssáak,ssáak,PSBOUND2,,
PS/ssap,ssap,ssap,ssap,PSBOUND2,,initial assumed
PS/ssap,issap,,,PSBOUND2,,assumed
PS/ssik,issik,ssik,ssik,PSBOUND2,,
PS/ssk,issk,ssk,ssk,PSBOUND2,,
PS/sska',isska',sska',sska',PSBOUND2,,
PS/sski,issk,ssk,ssk,PSBOUND2,,
PS/sskihta,isskihta,sskihta,sskihta,PSBOUND2,,
PS/sskohto,isskohto,sskohto,sskohto,PSBOUND2,,
PS/sskónat,isskonat,sskonat,sskonat,PSBOUND2,,
PS/sso,isso,sso,sso,PSBOUND2,,
PS/ssp,issp,ssp,ssp,PSBOUND2,,
PS/sspik,isspik,sspik,sspik,PSBOUND2,,
PS/sspik,misspik,,,PSBOUND2,,
PS/sspom,isspom,sspom,sspom,PSBOUND2,,
PS/sstahpik,isstahpik,sstahpik,sstahpik,PSBOUND2,,
PS/sstok,sstok,sstok,sstok,PSBOUND2,,
PS/sstok,isstok,,,PSBOUND2,,
PS/sstónnat,sstónnat,sstónnat,sstónnat,PSBOUND2,,
PS/sstónnat,isstónnat,,,PSBOUND2,,
PS/sstsaap,isstsaap,sstsaap,sstsaap,PSBOUND2,,
PS/sstsaap,isstsaap,sstsaap,sstsaap,PSBOUND2,,pers assumed
PS/sstsim,isstsim,sstsim,sstsim,PSBOUND2,,
PS/sstsim,isstsim,sstsim,sstsim,PSBOUND2,,
PS/sstsina',isstsina',sstsina',sstsina',PSBOUND2,,
PS/stam,stam,stam,stam,PSBOUND2,,
PS/waahki,waahki,waahki,waahki,PSBOUND2,,
PS/waahkiááp,waahkiááp,waahkiááp,wahkiááp,PSBOUND2,,VLV a?
PS/waahko(w/y),waahkoG,waahkoG,waahkoG,PSBOUND2,,
PS/waahto(w/y),waahtoG,waahtoG,waahtoG,PSBOUND2,,VLV a?
PS/waahtsam,waahtsam,waahtsam,waahtsam,PSBOUND2,,pers assumed
PS/waahtso,waahtso,waahtso,waahtso,PSBOUND2,,possibly w/y
PS/waaká,waaká,waaká,waaká,PSBOUND2,,"long a variable, but not VLV?"
PS/waako'tsi,waako'tsi,waako'tsi,waako'tsi,PSBOUND2,,"pers, elsewhere assumed"
PS/waaksisto,waaksisto,waaksisto,waksisto,PSBOUND2,,VLV a?
PS/waamis,waamis,wamis,waamis,PSBOUND2,,VLV a?
PS/waami't,waami't,waami't,wami't,PSBOUND2,,VLV a?
PS/waamohs,waamohs,wamohs,wamohs,PSBOUND2,,VLV a?
PS/waamsskááp,waamsskááp,waamsskááp,waamsskááp,PSBOUND2,,"long a variable, but not VLV?"
PS/waanao'k,waanao'k,wanao'k,wanao'k,PSBOUND2,,pers assumed
PS/waanaoyit,waanaoyit,waanaoyit,wanaoyit,PSBOUND2,,VLV a?
PS/waanat,waanat,waanat,wanat,PSBOUND2,,VLV a?
PS/waaniit,waaniit,waaniit,waniit,PSBOUND2,,VLV a?
PS/waanook,waanook,waanook,wanook,PSBOUND2,,VLV a?
PS/waapat,waapat,waapat,wapat,PSBOUND2,,
PS/waapatohs,waapatohs,waapatohs,wapatohs,PSBOUND2,,"VLV a?, pers assumed"
PS/waapiiwaan,waapiiwaan,waapiiwaan,wapiiwaan,PSBOUND2,,VLV a?
PS/waapo'k,waapo'k,waapo'k,wapo'k,PSBOUND2,,VLV a?
PS/waattsi,waattsi,waattsi,waattsi,PSBOUND2,,"VLV a?, check relationship with mattsi"
PS/waawatt,waawatt,waawatt,wawatt,PSBOUND2,,VLV a?
PS/waawo(w/y),waawoG,waawoG,waawoG,PSBOUND2,,VLV a?
PS/wa'kot,wa'kot,wa'kot,wa'kot,PSBOUND2,,pers assumed
PS/wa'sok,wa'sok,wa'sok,wa'sok,PSBOUND2,,
PS/wáyák,wáyák,wáyák,wáyák,PSBOUND2,,
PS/wayákiit,wayákiit,wayákiit,wayákiit,PSBOUND2,,
PS/wayam,wayam,wayam,wayam,PSBOUND2,,
PS/yaahs,yaahs,yaahs,yaahs,PSBOUND2,,iyaahs after a?
PS/yaam,naam,yaam,yaam,PSBOUND2,,"VLV a? i2, combine naam?"
PS/yámoohk,,,i2ámoohk,PSBOUND2,,evidence lacking
PS/yiss,yi2ss,yi2ss,yi2ss,PSBOUND2,,
PS/yiss,iyiss,,,PSBOUND2,,
PS/yissk,yissk,yissk,yissk,PSBOUND2,,
PS/yoisstsikina,yoisstsikina,yoisstsikina,yoisstsikina,PSBOUND2,,pers assumed
PS/yoohk,yoohk,yoohk,yoohk,PSBOUND2,,pers assumed
PS/yook,yook,yook,yook,PSBOUND2,,pers assumed
PS/yootsip,yootsip,yootsip,yootsip,PSBOUND2,,
PS/yootsip,iyootsip,,,PSBOUND2,,
