aanistaiisi,aanistaiisi,aanistaiisi,aanistaiisi,VAI,,VLV a?; pers assumed
aanistápssi,aanistápssi,aanistápssi,aanistápssi,VAI,,"cf aanistapii; pers, elsewhere assumed; VLV a?"
aanistá'pssi,aanistá'pssi,aanistá'pssi,aanistá'pssi,VAI,,"cf aanista'pii; pers, elsewhere assumed; VLV a?"
aapamoo,aapamoo%^DIPH,aapamoo%^DIPH,aapamoo%^DIPH,VAI,,cf opamoo??
aawapsspiinao'si,aawapsspiinao'si,aawapsspiinao'si,aawapsspiinao'si,VAI,,
aawápsspiinao'sskaa,aawápsspiinao'sskaa,aawápsspiinao'sskaa,aawápsspiinao'sskaa,VAI,,
aiistoo,aiistoo%^DIPH,aiistoo%^DIPH,aiistoo%^DIPH,VAI,,"pers, elsewhere assumed"
aiitoohtsimi,aiitoohtsimi,aiitoohtsimi,aiitoohtsimi,VAI,,
áíkkakiiyi,áíkkakiiyi,áíkkakiiyi,áíkkakiiyi,VAI,,
áísspihka'si,áísspihka'si,áísspihka'si,áísspihka'si,VAI,,
akaahtoipoyi,kaahtoipoyi,akaahtoipoyi,akaahtoipoyi,VAI,,
akkawa'pssi,akkawa'pssi,akkawa'pssi,akkawa'pssi,VAI,,pers assumed
ami,ami,ami,ami,VAI,,
ánistsska'si,ánistsska'si,ánistsska'si,ánistsska'si,VAI,,
aotokiaaki,aotokiaaki,aotokiaaki,aotokiaaki,VAI,,elsewhere assumed
a'painahkimaa,a'painahkimaa,a'painahkimaa,a'painahkimaa,VAI,,
a'pami,a'pami,a'pami,a'pami,VAI,,pers assumed
a'panii,a'panii,a'panii,a'panii,VAI,,"pers, elsewhere assumed"
á'páóoyi'kaa,á'páóoyi'kaa,á'páóoyi'kaa,á'páóoyi'kaa,VAI,,
a'pihkahtaki,a'pihkahtaki,a'pihkahtaki,a'pihkahtaki,VAI,,"pers, elsewhere assumed"
a'piksikka'yi,a'piksikka'yi,a'piksikka'yi,a'piksikka'yi,VAI,,
a'pistohkimaa,a'pistohkimaa,a'pistohkimaa,a'pistohkimaa,VAI,,"pers, elsewhere assumed"
á'pistotaki,á'pistotaki,á'pistotaki,á'pistotaki,VAI,,elsewhere assumed
a'písttaapiksistaki,a'písttaapiksistaki,a'písttaapiksistaki,a'písttaapiksistaki,VAI,,
a'písttaapikssi,a'písttaapikssi,a'písttaapikssi,a'písttaapikssi,VAI,,
a'písttotsi,a'písttotsi,a'písttotsi,a'písttotsi,VAI,,
á'pitsííhtaa,á'pitsííhtaa,á'pitsííhtaa,á'pitsííhtaa,VAI,,
á'pohpá'wani,á'pohpá'wani,á'pohpá'wani,á'pohpá'wani,VAI,,
a'pohpii,a'pohpii,a'pohpii,a'pohpii,VAI,,"pers, elsewhere assumed"
apoká'siisi,apoká'siisi,apoká'siisi,apoká'siisi,VAI,,pers assumed
á'poo,á'poo%^DIPH,á'poo%^DIPH,á'poo%^DIPH,VAI,,cf itapoo
a'po'taki,a'po'taki,a'po'taki,a'po'taki,VAI,,
apoyíínaa,apoyíínaa,apoyíínaa,apoyíínaa,VAI,,cf apoyiinaattsi; pers assumed
á'pssapópii,á'pssapópii,á'pssapópii,á'pssapópii,VAI,,
apssi,apssi,apssi,apssi,VAI,,"pers, elsewhere assumed"
a'psskaki,a'psskaki,a'psskaki,a'psskaki,VAI,,"pers, elsewhere assumed"
a'psskiáapikssi,a'psskiáapikssi,a'psskiáapikssi,a'psskiáapikssi,VAI,,"pers, elsewhere assumed"
á'psskootsiiyi,á'psskootsiiyi,á'psskootsiiyi,á'psskootsiiyi,VAI,,
a'psstaki,a'psstaki,a'psstaki,a'psstaki,VAI,,"pers, elsewhere assumed"
a'simi,a'simi,a'simi,a'simi,VAI,,pers assumed
ataksáakiimi,ataksáakiimi,ataksáakiimi,ataksáakiimi,VAI,,pers assumed
ayaamoyi'poyi,ayaamoyi'poyi,ayaamoyi'poyi,ayaamoyi'poyi,VAI,,
ihka'si,ihka'si,ihka'si,ihka'si,VAI,,final?; pers assumed
ihkiitaa,kiitaa,ihkiitaa,ihkiitaa,VAI,,
ihksika,ihksika,ihksika,ihksika,VAI,,
ihksika,,,i2hksika,VAI,,
ihkssaki,ihkssaki,ihkssaki,ihkssaki,VAI,,pers assumed
ihkssoyi,ihkssoyi,ihkssoyi,ihkssoyi,VAI,,pers assumed
ihpiyi,ihpiyi,ihpiyi,ihpiyi,VAI,,
ihtatsikiooyi,ihtatsikiooyi,ihtatsikiooyi,ihtatsikiooyi,VAI,,
ihtawa'pssi,ihtawa'pssi,ihtawa'pssi,ihtawa'pssi,VAI,,
ihtohkihtsi,ihtohkihtsi,ihtohkihtsi,ihtohkihtsi,VAI,,i2 unknown; pers assumed
ihtsi,ihtsi,ihtsi,ihtsi,VAI,,"final?; pers, elsewhere assumed"
ihtsiiyi,sstsiiyi,ihtsiiyi,ihtsiiyi,VAI,,pers assumed
ihtsiiyi'taki,ihtsiiyi'taki,ihtsiiyi'taki,ihtsiiyi'taki,VAI,,cf ihtsiiyi'tsi
ihtsikssi,ihtsikssi,ihtsikssi,ihtsikssi,VAI,,pers assumed
ihtsisaoo,i2htsisaoo,i2htsisaoo,i2htsisaoo,VAI,,
ihtsisaoo,stsisaoo,,,VAI,,
ihtsisoo,ihtsisoo%^DIPH,ihtsisoo%^DIPH,ihtsisoo%^DIPH,VAI,,
ihtsisttaki,ihtsisttaki,ihtsisttaki,ihtsisttaki,VAI,,
ihtsisttamaa,ihtsisttamaa,ihtsisttamaa,ihtsisttamaa,VAI,,
iihkaohpokomsskaa,iihkaohpokomsskaa,iihkaohpokomsskaa,iihkaohpokomsskaa,VAI,,"pers, elsewhere assumed"
iihtohtsstsi,iihtohtsstsi,iihtohtsstsi,iihtohtsstsi,VAI,,"pers, elsewhere assumed"
iimani,iimani,iimani,iimani,VAI,,cf omanii?
iinissi,i2inissi,i2nissi,i2nissi,VAI,,VLV?
iipistotaki,i2ipistotaki,i2ipistotaki,i2ipistotaki,VAI,,cf iipistotsi
iitóómiksiowai'piiwa,iitóómiksiowai'piiwa,,,VAI,,proper
iitsíksista'pssi,iitsíksista'pssi,iitsíksista'pssi,iitsíksista'pssi,VAI,,cf ittsiksista'pii; pers assumed
iitsi'poyi,niitsi'poyi,iitsi'poyi,iitsi'poyi,VAI,,
iitsittaki,iitsittaki,iitsittaki,iitsittaki,VAI,,pers assumed
iitska'si,i2itska'si,i2itska'si,i2itska'si,VAI,,
iitsskaa,iitsskaa,iitsskaa,iitsskaa,VAI,,
iitsskaahkio'taki,iitsskaahkio'taki,iitsskaahkio'taki,iitsskaahkio'taki,VAI,,cf iitsskaahkio'tsi
iitsskoohsi,iitsskoohsi,iitsskoohsi,iitsskoohsi,VAI,,
iitssksiiststaa,iitssksiiststaa,iitssksiiststaa,iitssksiiststaa,VAI,,
iiya'ksisaa,i2iya'ksisaa,i2iya'ksisaa,i2iya'ksisaa,VAI,,
iiyika'kimaa,i2iyika'kimaa,i2iyika'kimaa,i2iyika'kimaa,VAI,,
iiyikihkaohsi,i2iyikihkaohsi,i2iyikihkaohsi,i2iyikihkaohsi,VAI,,
iiyikitapiiyi,i2iyikitapiiyi,i2iyikitapiiyi,i2iyikitapiiyi,VAI,,
iiyikoosi,i2iyikoosi,i2iyikoosi,i2iyikoosi,VAI,,
iiyikskapi,i2iyikskapi,i2iyikskapi,i2iyikskapi,VAI,,
ii'yittaki,i2i'yittaki,i2i'yittaki,i2i'yittaki,VAI,,
ikáapiksistaki,i2káapiksistaki,i2káapiksistaki,i2káapiksistaki,VAI,,
ikaapoksiinimaa,i2kaapoksiinimaa,i2kaapoksiinimaa,i2kaapoksiinimaa,VAI,,
ikaapoksiinimaa,kaapoksiinimaa,,,VAI,,imp only?
í'kaasi,í2'kaasi,í2'kaasi,í2'kaasi,VAI,,
ikaawoo,i2kaawoo%^DIPH,i2kaawoo%^DIPH,i2kaawoo%^DIPH,VAI,,
ikaawoo,kaawoo%^DIPH,,,VAI,,
ikaawoyi,i2kaawoyi,i2kaawoyi,i2kaawoyi,VAI,,
ikaawoyi,kaawoyi,,,VAI,,imp only?
ikahkainnimaa,i2kahkainnimaa,i2kahkainnimaa,i2kahkainnimaa,VAI,,
ikahkapi'kamm,i2kahkapi'kamm,i2kahkapi'kamm,i2kahkapi'kamm,VAI,,cf ikahkapi'kaa; pers asumed
ikahksiststaki,i2kahksiststaki,i2kahksiststaki,i2kahksiststaki,VAI,,
ikahksiststaki,kaahksiststaki,,,VAI,,imp only?
ikahtomaa,i2kahtomaa,i2kahtomaa,i2kahtomaa,VAI,,pers assumed
ikahtomaa,kaahtomaa,,,VAI,,imp only?
ikahtsi,i2kahtsi,i2kahtsi,i2kahtsi,VAI,,
ikahtsi,kaahtsi,,,VAI,,imp only?
ikaisínaaki,i2kaisínaaki,i2kaisínaaki,i2kaisínaaki,VAI,,
ikaisínaaki,kaisínaaki,,,VAI,,imp only?
ikaissi,i2kaissi,i2kaissi,i2kaissi,VAI,,cf aka? 
ikai'taki,i2kai'taki,i2kai'taki,i2kai'taki,VAI,,cf ikai'tsi
ikai'taki,kai'taki,,,VAI,,imp only?
ikaitapiitsiniki,i2kaitapiitsiniki,i2kaitapiitsiniki,i2kaitapiitsiniki,VAI,,
ika'kiaaki,i2ka'kiaaki,i2ka'kiaaki,i2ka'kiaaki,VAI,,
ika'kimaa,ika'kimaa,ika'kimaa,ika'kimaa,VAI,,"i2 unknown, unsure if homophones behave the same way"
ika'kimmohsi,i2ka'kimmohsi,i2ka'kimmohsi,i2ka'kimmohsi,VAI,,cf ika'kimm?
ika'ki'taki,i2ka'ki'taki,i2ka'ki'taki,i2ka'ki'taki,VAI,,cf ika'kimm?
ikakkssi,i2kakkssi,i2kakkssi,i2kakkssi,VAI,,cf ikkakssi
ikakoopaa,i2kakoopaa,i2kakoopaa,i2kakoopaa,VAI,,
ika'kssi,i2ka'kssi,i2ka'kssi,i2ka'kssi,VAI,,cf ika'kimm?
ika'kstaki,i2ka'kstaki,i2ka'kstaki,i2ka'kstaki,VAI,,cf ika'kstsi
ikamo'si,i2kamo'si,i2kamo'si,i2kamo'si,VAI,,
ikamo'si,kaamo'si,,,VAI,,imp only?
ikamotaa,i2kamotaa,i2kamotaa,i2kamotaa,VAI,,
ikamotaa,kamotaa,,,VAI,,imp only?
ikamotaahpihkaapitsiiyi,i2kamotaahpihkaapitsiiyi,i2kamotaahpihkaapitsiiyi,i2kamotaahpihkaapitsiiyi,VAI,,
ikamotaahpihkaapitsiiyi,kaamotaahpihkaapitsiiyi,,,VAI,,imp only?
ikámo'ta'pssi,i2kámo'ta'pssi,i2kámo'ta'pssi,i2kámo'ta'pssi,VAI,,"related forms with ma, o?"
ikámo'ta'pssi,makámo'ta'pssi,,,VAI,,cf makamo'ta'pssi
ikano'taki,i2kano'taki,i2kano'taki,i2kano'taki,VAI,,
ikánsskini,i2kánsskini,i2kánsskini,i2kánsskini,VAI,,
ikawai'piksistaki,i2kawai'piksistaki,i2kawai'piksistaki,i2kawai'piksistaki,VAI,,cf ikawai'piksi
ikawai'piksistaki,kaawai'piksistaki,,,VAI,,imp only?
ikawohpattsaaki,kawohpattsaaki,i2kawohpattsaaki,i2kawohpattsaaki,VAI,,cf ikawohpattsii
ikayissanii,i2kayissanii,i2kayissanii,i2kayissanii,VAI,,pers assumed
ikayissanii,kayissanii,,,VAI,,imp only?
ikaysskini,i2kaysskini,i2kaysskini,i2kaysskini,VAI,,
ikia'pssi,%^ICi2kia'pssi,i2kia'pssi,%^ICi2kia'pssi,VAI,,"cf ikii, IC imp?"
ikii,%^ICi2kii,i2kii,%^ICi2kii,VAI,,IC imp?
ikiihtsipimi,i2kiihtsipimi,i2kiihtsipimi,i2kiihtsipimi,VAI,,"i2, pers, elsewhere assumed"
ikiihtsipimi,kiihtsipimi,,,VAI,,cf kiihtspimi
ikiiki,i2kiiki,i2kiiki,i2kiiki,VAI,,
i'kiisi,i2'kiisi,i2'kiisi,i2'kiisi,VAI,,
ikimmapiiyipitsi,i2kimmapiiyipitsi,i2kimmapiiyipitsi,i2kimmapiiyipitsi,VAI,,
ikimmapiiyipitsi,kimmapiiyipitsi,,,VAI,,imp only?
ikimmata'paopii,i2kimmata'paopii%^DIPH,i2kimmata'paopii%^DIPH,i2kimmata'paopii%^DIPH,VAI,,diph cf opii?
ikimmata'pssi,i2kimmata'pssi,i2kimmata'pssi,i2kimmata'pssi,VAI,,should all ikimm- forms have i ~ 0 variation?
ikimmata'pssi,kimmata'pssi,,,VAI,,imp only?
ikimmatsistotaki,i2kimmatsistotaki,i2kimmatsistotaki,i2kimmatsistotaki,VAI,,cf ikimmatsistoto
ikimmatsska'si,i2kimmatsska'si,i2kimmatsska'si,i2kimmatsska'si,VAI,,should all ikimm- forms have i ~ 0 variation?
ikimmohsi,i2kimmohsi,i2kimmohsi,i2kimmohsi,VAI,,should all ikimm- forms have i ~ 0 variation?
ikimopii,i2kimopii%^DIPH,i2kimopii%^DIPH,i2kimopii%^DIPH,VAI,,diph cf opii?
ikinnssi,i2kinnssi,i2kinnssi,i2kinnssi,VAI,,
ikíppoayi'taki,i2kíppoayi'taki,i2kíppoayi'taki,i2kíppoayi'taki,VAI,,cf ikippoayi'tsi
iki'tayissksimmaa,ki'tayissksimmaa,i2ki'tayissksimmaa,%^ICi2ki'tayissksimmaa,VAI,,should IC also be optional for imp?
iki'tayissksimmaa,%^ICi2ki'tayissksimmaa,,,VAI,,should IC also be optional for imp?
iki'tsiiksowoo,i2ki'tsiiksowoo%^DIPH,i2ki'tsiiksowoo%^DIPH,i2ki'tsiiksowoo%^DIPH,VAI,,
ikkaaya'yi,i2kkaaya'yi,i2kkaaya'yi,i2kkaaya'yi,VAI,,cf ikkaayayisskattsiiyi
ikkaayayisskattsiiyi,i2kkaayayisskattsiiyi,i2kkaayayisskattsiiyi,i2kkaayayisskattsiiyi,VAI,,
ikkaayi,i2kkaayi,i2kkaayi,i2kkaayi,VAI,,i2 cf ikkaayayisskattsiiyi
ikkahsanii,i2kkahsanii,i2kkahsanii,i2kkahsanii,VAI,,
ikkahsinaa,i2kkahsinaa,i2kkahsinaa,i2kkahsinaa,VAI,,
ikkahsi'taki,i2kkahsi'taki,i2kkahsi'taki,i2kkahsi'taki,VAI,,
ikkahsska'si,i2kkahsska'si,i2kkahsska'si,i2kkahsska'si,VAI,,i2 cf ikkahsanii
ikkakotoopii,i2kkakotoopii%^DIPH,i2kkakotoopii%^DIPH,i2kkakotoopii%^DIPH,VAI,,diph cf opii?
ikkakssi,i2kkakssi,i2kkakssi,i2kkakssi,VAI,,
ikkaksskiisi,i2kkaksskiisi,i2kkaksskiisi,i2kkaksskiisi,VAI,,
ikkami'ni,i2kkami'ni,i2kkami'ni,i2kkami'ni,VAI,,
ikkamistotaki,i2kkamistotaki,i2kkamistotaki,i2kkamistotaki,VAI,,
ikkamssi,i2kkamssi,i2kkamssi,i2kkamssi,VAI,,
ikkana,i2kkana,i2kkana,i2kkana,VAI,,
ikkana'soyi,i2kkana'soyi,i2kkana'soyi,i2kkana'soyi,VAI,,
ikkatsiiyi,i2kkatsiiyi,i2kkatsiiyi,i2kkatsiiyi,VAI,,
ikkatsimaa,i2kkatsimaa,i2kkatsimaa,i2kkatsimaa,VAI,,
ikkatsimao'tsisii,i2kkatsimao'tsisii,i2kkatsimao'tsisii,i2kkatsimao'tsisii,VAI,,
ikkawa,i2kkawa,i2kkawa,i2kkawa,VAI,,cf ikkawatoo
ikki,i2kki,i2kki,i2kki,VAI,,
ikkiaaki,i2kkiaaki,i2kkiaaki,i2kkiaaki,VAI,,
ikkihkaa,i2kkihkaa,i2kkihkaa,i2kkihkaa,VAI,,
ikkihkinioohsi,i2kkihkinioohsi,i2kkihkinioohsi,i2kkihkinioohsi,VAI,,
ikkimaani,i2kkimaani,i2kkimaani,i2kkimaani,VAI,,
ikkinaa'pssi,i2kkinaa'pssi,i2kkinaa'pssi,i2kkinaa'pssi,VAI,,
ikkiniihkimiksaaki,i2kkiniihkimiksaaki,i2kkiniihkimiksaaki,i2kkiniihkimiksaaki,VAI,,cf ikkiniihkimiksiiyi
ikkinissi,i2kkinissi,i2kkinissi,i2kkinissi,VAI,,cf ikkinisii
ikkisstaa,i2kkisstaa,i2kkisstaa,i2kkisstaa,VAI,,
ikkítsaapi,i2kkítsaapi,i2kkítsaapi,i2kkítsaapi,VAI,,
ikkitsinaa,i2kkitsinaa,i2kkitsinaa,i2kkitsinaa,VAI,,
ikkitstaki,ikkitstaki,ikkitstaki,ikkitstaki,VAI,,
ikkiyattsoohsi,i2kkiyattsoohsi,i2kkiyattsoohsi,i2kkiyattsoohsi,VAI,,
íkkiyimmohsi,í2kkiyimmohsi,í2kkiyimmohsi,í2kkiyimmohsi,VAI,,
ikkohponi,i2kkohponi,i2kkohponi,i2kkohponi,VAI,,
ikkonamaa,i2kkonamaa,i2kkonamaa,i2kkonamaa,VAI,,
ikkskssi,i2kkskssi,i2kkskssi,i2kkskssi,VAI,,pers assumed
ikksspiisi,i2kksspiisi,i2kksspiisi,i2kksspiisi,VAI,,cf ikksspi
ikkstsáánisi,i2kkstsáánisi,i2kkstsáánisi,i2kkstsáánisi,VAI,,
ikkstsimi,i2kkstsimi,i2kkstsimi,i2kkstsimi,VAI,,
ikkstsimiáttsoohsi,i2kkstsimiáttsoohsi,i2kkstsimiáttsoohsi,i2kkstsimiáttsoohsi,VAI,,
ikkstsiniisi,i2kkstsiniisi,i2kkstsiniisi,i2kkstsiniisi,VAI,,cf ikkstsini
ikkstsinio'taki,i2kkstsinio'taki,i2kkstsinio'taki,i2kkstsinio'taki,VAI,,cf ikkstsini
ikohkiai'piksistaki,i2kohkiai'piksistaki,i2kohkiai'piksistaki,i2kohkiai'piksistaki,VAI,,cf ikohkiai'piksi
ikohkiai'piksistaki,koohkiai'piksistaki,,,VAI,,cf ikohkiai'piksi
ikohkiai'piksistaki,akohkiai'piksistaki,,,VAI,,cf ikohkiai'piksi; imp only?
ikohkia'pssi,i2kohkia'pssi,i2kohkia'pssi,i2kohkia'pssi,VAI,,
ikohkiistotaki,i2kohkiistotaki,i2kohkiistotaki,i2kohkiistotaki,VAI,,
ikohki'taki,i2kohki'taki,i2kohki'taki,i2kohki'taki,VAI,,
ikohkíyissksipi,i2kohkíyissksipi,i2kohkíyissksipi,i2kohkíyissksipi,VAI,,i2 cf ikohkiai'piksi
ikohkíyissksipi,koohkíyissksipi,,,VAI,,"imp only? Cf ikohkiai'piksi, also koohk?"
ikohkíyissksipi,akohkíyissksipi,,,VAI,,"imp only? Cf ikohkiai'piksi, also koohk?"
ikohkíyissksipistaa'tsi,i2kohkíyissksipistaa'tsi,i2kohkíyissksipistaa'tsi,i2kohkíyissksipistaa'tsi,VAI,,cf ikohkiai'piksi
ikohkíyissksipistaa'tsi,koohkíyissksipistaa'tsi,,,VAI,,"imp only? Cf ikohkiai'piksi, also koohk?"
ikohkíyissksipistaa'tsi,akohkíyissksipistaa'tsi,,,VAI,,"imp only? Cf ikohkiai'piksi, also koohk?"
ikohpaattstaa,i2kohpaattstaa,i2kohpaattstaa,i2kohpaattstaa,VAI,,
ikohpattsimi,i2kohpattsimi,i2kohpattsimi,i2kohpattsimi,VAI,,
ikohpawaapinissi,i2kohpawaapinissi,i2kohpawaapinissi,i2kohpawaapinissi,VAI,,
i'kokaa,i2'kokaa,i2'kokaa,i2'kokaa,VAI,,
i'kokaa,mi2'kokaa,,,VAI,,imp only?
iko'kapssi,i2ko'kapssi,i2ko'kapssi,i2ko'kapssi,VAI,,
iko'kapssi,ko'kapssi,,,VAI,,imp only?
ikooki'taki,i2kooki'taki,i2kooki'taki,i2kooki'taki,VAI,,
ikookssi,i2kookssi,i2kookssi,i2kookssi,VAI,,
ikookssi,kookssi,,,VAI,,imp only?
ikoosi,i2koosi,i2koosi,i2koosi,VAI,,
iko'po,i2ko'pomm%^3MM,i2ko'pomm%^3MM,%^ICi2ko'pomm%^3MM,VAI,,IC imp?
iko'po,ko'pomm%^3MM,,,VAI,,imp only?
iko'poinayi,i2ko'poinayi,i2ko'poinayi,i2ko'poinayi,VAI,,
iko'poinayi,ko'poinayi,,,VAI,,imp only
iko'sistsaapini,i2ko'sistsaapini,i2ko'sistsaapini,i2ko'sistsaapini,VAI,,
ikotsa'pssi,i2kotsa'pssi,i2kotsa'pssi,i2kotsa'pssi,VAI,,
ikotskiipomm,i2kotskiipomm,i2kotskiipomm,i2kotskiipomm,VAI,,cf ikotskiipoko
ikotski'taki,i2kotski'taki,i2kotski'taki,i2kotski'taki,VAI,,
ikottsaaki,i2kottsaaki,i2kottsaaki,i2kottsaaki,VAI,,cf ikottsi
ikottsaaki,kottsaaki,,,VAI,,imp only?
i'kowani,i2'kowani,i2'kowani,i2'kowani,VAI,,
iksaamaisskinii,i2ksaamaisskinii,i2ksaamaisskinii,i2ksaamaisskinii,VAI,,
iksaamaisskinii,ksaamaisskinii,,,VAI,,imp only?
iksamaoko'si,ksamaoko'si,iksamaoko'si,iksamaoko'si,VAI,,
iksama'pssi,iksama'pssi,iksama'pssi,iksama'pssi,VAI,,cf iksamaoko'si?
iksa'si,i2ksa'si,i2ksa'si,i2ksa'si,VAI,,
iksa'si,ksa'si,,,VAI,,imp only?
iksiikskomaahkaa,i2ksiikskomaahkaa,i2ksiikskomaahkaa,i2ksiikskomaahkaa,VAI,,
iksiinaki,i2ksiinaki,i2ksiinaki,i2ksiinaki,VAI,,cf iksiini
iksiinaki,ksiinaki,,,VAI,,imp only?
iksii'taki,i2ksii'taki,i2ksii'taki,i2ksii'taki,VAI,,
iksíiyisi,i2ksíiyisi,i2ksíiyisi,i2ksíiyisi,VAI,,
iksikaaki,i2ksikaaki,i2ksikaaki,i2ksikaaki,VAI,,
iksikiinaki,i2ksikiinaki,i2ksikiinaki,i2ksikiinaki,VAI,,
iksikiinaki,ksikiinaki,,,VAI,,imp only?
iksikiowai'pii,i2ksikiowai'pii,i2ksikiowai'pii,i2ksikiowai'pii,VAI,,cf iksikkiowai'piiyi
iksikka'pistotaki,ksikka'pistotaki,i2ksikka'pistotaki,i2ksikka'pistotaki,VAI,,imp only?
iksikka'pssi,i2ksikka'pssi,i2ksikka'pssi,i2ksikka'pssi,VAI,,
iksikka'pssi,ksikka'pssi,,,VAI,,imp only?
iksikka'yi,i2ksikka'yi,i2ksikka'yi,i2ksikka'yi,VAI,,
iksikka'yi,ksikka'yi,,,VAI,,imp only?
iksikkiaaki,i2ksikkiaaki,i2ksikkiaaki,i2ksikkiaaki,VAI,,pers assumed
iksikkiowai'piiyi,i2ksikkiowai'piiyi,i2ksikkiowai'piiyi,i2ksikkiowai'piiyi,VAI,,
iksiksiimohki,i2ksiksiimohki,i2ksiksiimohki,i2ksiksiimohki,VAI,,
iksiksiimohki,ksiksiimohki,,,VAI,,imp only?
iksikskoo,i2ksikskoo%^DIPH,i2ksikskoo%^DIPH,i2ksikskoo%^DIPH,VAI,,diph cf oo?
iksimaa,i2ksimaa,i2ksimaa,i2ksimaa,VAI,,
iksimaa,ksimaa,,,VAI,,imp only?
iksimatsimmohki,i2ksimatsimmohki,i2ksimatsimmohki,i2ksimatsimmohki,VAI,,cf iksimmatsimm
iksimatsimmohki,ksimatsimmohki,,,VAI,,imp only?
iksimatsi'taki,i2ksimatsi'taki,i2ksimatsi'taki,i2ksimatsi'taki,VAI,,cf iksimatsi'tomo
iksimatsi'taki,ksimatsi'taki,,,VAI,,imp only?
iksimi'nikki,i2ksimi'nikki,i2ksimi'nikki,i2ksimi'nikki,VAI,,
iksimmohsi,ksimmohsi,i2ksimmohsi,i2ksimmohsi,VAI,,imp only?
iksimsstaa,i2ksimsstaa,i2ksimsstaa,i2ksimsstaa,VAI,,
iksimsstaa,ksimsstaa,,,VAI,,imp only?
i'ksíniisi,i2'ksíniisi,i2'ksíniisi,i2'ksíniisi,VAI,,
i'ksinissi,i2'ksinissi,i2'ksinissi,i2'ksinissi,VAI,,
i'ksino'taki,i2'ksino'taki,i2'ksino'taki,i2'ksino'taki,VAI,,
i'ksipia'pssi,i2'ksipia'pssi,i2'ksipia'pssi,i2'ksipia'pssi,VAI,,i2 unknown?
iksipíkaasi,i2ksipíkaasi,i2ksipíkaasi,i2ksipíkaasi,VAI,,pers assumed
iksippoyinnaki,i2ksippoyinnaki,i2ksippoyinnaki,i2ksippoyinnaki,VAI,,
iksippoyinnaki,ksippoyinnaki,,,VAI,,imp only?
iksisáíiki,i2ksisáíikimm%^3MM,i2ksisáíikimm%^3MM,i2ksisáíikimm%^3MM,VAI,,pers assumed
iksisapitsa'pssi,i2ksisapitsa'pssi,i2ksisapitsa'pssi,i2ksisapitsa'pssi,VAI,,cf iksisapitsa'pssi
iksisapitsissi,i2ksisapitsissi,i2ksisapitsissi,i2ksisapitsissi,VAI,,
iksisapoo,i2ksisapoo,i2ksisapoo,i2ksisapoo,VAI,,imp only? Diph cf oo?
iksisapoo,ksisapoo,,,VAI,,imp only? Diph cf oo?
iksisattsiiwaa,i2ksisattsiiwaa,i2ksisattsiiwaa,i2ksisattsiiwaa,VAI,,
iksisattsiiwaa,ksisattsiiwaa,,,VAI,,imp only?
iksisiststaa,i2ksisiststaa,i2ksisiststaa,i2ksisiststaa,VAI,,
iksisiststaa,ksisiststaa,,,VAI,,imp only?
iksisiststaki,i2ksisiststaki,i2ksisiststaki,i2ksisiststaki,VAI,,cf iksisiststaa
iksisiststaki,ksisiststaki,,,VAI,,imp only?
iksi'soo,i2ksi'soo,i2ksi'soo,%^ICi2ksi'soo,VAI,,IC imp?
iksi'soo,ksi'soo,,,VAI,,imp only?
iksisskahkaki,i2ksisskahkaki,i2ksisskahkaki,%^ICi2ksisskahkaki,VAI,,cf iksisskahko; IC imp?
iksisskahkaki,ksisskahkaki,,,VAI,,imp only?
iksisskstaki,i2ksisskstaki,i2ksisskstaki,i2ksisskstaki,VAI,,pers assumed
iksisskstaki,ksisskstaki,,,VAI,,imp only?
iksissta'poo,i2ksissta'poo%^DIPH,i2ksissta'poo%^DIPH,i2ksissta'poo%^DIPH,VAI,,diph cf oo?
iksissta'pssi,i2ksissta'pssi,i2ksissta'pssi,%^ICi2ksissta'pssi,VAI,,cf iksista'pii; IC imp?
iksisstoka'pssi,i2ksisstoka'pssi,i2ksisstoka'pssi,i2ksisstoka'pssi,VAI,,"cf iksisstoka'pii, IC per iksisst?"
iksisstowa'pssi,i2ksisstowa'pssi,i2ksisstowa'pssi,i2ksisstowa'pssi,VAI,,
iksisstowa'pssi,ksisstowa'pssi,,,VAI,,imp only?
iksisstoyitanii,i2ksisstoyitanii,i2ksisstoyitanii,i2ksisstoyitanii,VAI,,IC per iksissto?
iksista'pssi,i2ksista'pssi,i2ksista'pssi,i2ksista'pssi,VAI,,
iksista'pssi,ksista'pssi,,,VAI,,imp only?
iksistohsoyi,i2ksistohsoyi,i2ksistohsoyi,i2ksistohsoyi,VAI,,i ~ o per related forms?
iksistokomssaki,i2ksistokomssaki,i2ksistokomssaki,i2ksistokomssaki,VAI,,"pers, elsewhere assumed"
iksistokomssaki,ksiistokomssaki,,,VAI,,imp only?
iksisto'si,i2ksisto'simm%^3MM,i2ksisto'simm%^3MM,i2ksisto'simm%^3MM,VAI,,
iksisto'si,ksisto'simm%^3MM,,,VAI,,imp only?
iksistsikimisstaa,i2ksistsikimisstaa,i2ksistsikimisstaa,i2ksistsikimisstaa,VAI,,
iksistsikimisstaa,ksistsikimisstaa,,,VAI,,imp only?
iksistsikomi,i2ksistsikomi,i2ksistsikomi,i2ksistsikomi,VAI,,
iksistsikomi,ksistsikomi,,,VAI,,imp only?
iksistspi'taki,i2ksistspi'taki,i2ksistspi'taki,i2ksistspi'taki,VAI,,
